On configration JD1+E2, example test152-1, clover violates rule R1, detected by State diff.
On configration JD9+E4, example test47-2, ekstazi violates rule R3
On configration JD9+E4, example test47-2, starts violates rule R3
On configration JD9+E4, example test47-4, ekstazi violates rule R3
On configration JD9+E4, example test47-4, starts violates rule R3
On configration JD9+E4, example test48-2, ekstazi violates rule R3
On configration JD9+E4, example test48-2, starts violates rule R3
On configration JD9+E4, example test48-4, ekstazi violates rule R3
On configration JD9+E4, example test48-4, starts violates rule R3
On configration JD9+E4, example test48-6, ekstazi violates rule R3
On configration JD9+E4, example test48-6, starts violates rule R3
On configration JD9+E4, example test49-2, ekstazi violates rule R3
On configration JD9+E4, example test49-2, starts violates rule R3
On configration JD9+E4, example test49-4, ekstazi violates rule R3
On configration JD9+E4, example test49-4, starts violates rule R3
On configration JD9+E4, example test5-1, ekstazi violates rule R3
On configration JD9+E4, example test5-1, starts violates rule R3
On configration JD9+E4, example test5-3, ekstazi violates rule R3
On configration JD9+E4, example test5-3, starts violates rule R3
On configration JD9+E4, example test50-2, ekstazi violates rule R3
On configration JD9+E4, example test50-2, starts violates rule R3
On configration JD9+E4, example test50-4, ekstazi violates rule R3
On configration JD9+E4, example test50-4, starts violates rule R3
On configration JD9+E4, example test51-2, ekstazi violates rule R3
On configration JD9+E4, example test51-2, starts violates rule R3
On configration JD9+E4, example test51-4, ekstazi violates rule R3
On configration JD9+E4, example test51-4, starts violates rule R3
On configration JD9+E4, example test51-6, ekstazi violates rule R3
On configration JD9+E4, example test51-6, starts violates rule R3
On configration JD9+E4, example test52-2, ekstazi violates rule R3
On configration JD9+E4, example test52-2, starts violates rule R3
On configration JD9+E4, example test52-4, ekstazi violates rule R3
On configration JD9+E4, example test52-4, starts violates rule R3
On configration JD9+E4, example test53-2, ekstazi violates rule R3
On configration JD9+E4, example test53-2, starts violates rule R3
On configration JD9+E4, example test53-4, ekstazi violates rule R3
On configration JD9+E4, example test53-4, starts violates rule R3
On configration JD9+E4, example test54-2, ekstazi violates rule R3
On configration JD9+E4, example test54-2, starts violates rule R3
On configration JD9+E4, example test54-4, ekstazi violates rule R3
On configration JD9+E4, example test54-4, starts violates rule R3
On configration JD9+E4, example test56-2, ekstazi violates rule R3
On configration JD9+E4, example test56-2, starts violates rule R3
On configration JD9+E4, example test56-4, ekstazi violates rule R3
On configration JD9+E4, example test56-4, starts violates rule R3
On configration JD9+E4, example test57-2, ekstazi violates rule R3
On configration JD9+E4, example test57-2, starts violates rule R3
On configration JD9+E4, example test57-4, ekstazi violates rule R3
On configration JD9+E4, example test57-4, starts violates rule R3
On configration JD9+E4, example test58-2, ekstazi violates rule R3
On configration JD9+E4, example test58-2, starts violates rule R3
On configration JD9+E4, example test58-4, ekstazi violates rule R3
On configration JD9+E4, example test58-4, starts violates rule R3
On configration JD9+E4, example test58-6, starts violates rule R3
On configration JD9+E4, example test6-1, ekstazi violates rule R3
On configration JD9+E4, example test6-1, starts violates rule R3
On configration JD9+E4, example test6-3, ekstazi violates rule R3
On configration JD9+E4, example test6-3, starts violates rule R3
On configration JD9+E4, example test60-2, ekstazi violates rule R3
On configration JD9+E4, example test60-2, starts violates rule R3
On configration JD9+E4, example test60-4, ekstazi violates rule R3
On configration JD9+E4, example test60-4, starts violates rule R3
On configration JD9+E4, example test61-2, ekstazi violates rule R3
On configration JD9+E4, example test61-2, starts violates rule R3
On configration JD9+E4, example test61-4, ekstazi violates rule R3
On configration JD9+E4, example test61-4, starts violates rule R3
On configration JD9+E4, example test62-2, ekstazi violates rule R3
On configration JD9+E4, example test62-2, starts violates rule R3
On configration JD9+E4, example test62-4, ekstazi violates rule R3
On configration JD9+E4, example test62-4, starts violates rule R3
On configration JD9+E4, example test63-2, ekstazi violates rule R3
On configration JD9+E4, example test63-2, starts violates rule R3
On configration JD9+E4, example test63-4, ekstazi violates rule R3
On configration JD9+E4, example test63-4, starts violates rule R3
On configration JD9+E4, example test63-6, starts violates rule R3
On configration JD9+E4, example test64-4, ekstazi violates rule R3
On configration JD9+E4, example test64-4, starts violates rule R3
On configration JD9+E4, example test65-4, ekstazi violates rule R3
On configration JD9+E4, example test65-4, starts violates rule R3
On configration JD9+E4, example test66-4, ekstazi violates rule R3
On configration JD9+E4, example test66-4, starts violates rule R3
On configration JD9+E4, example test67-2, ekstazi violates rule R3
On configration JD9+E4, example test67-2, starts violates rule R3
On configration JD9+E4, example test67-4, ekstazi violates rule R3
On configration JD9+E4, example test67-4, starts violates rule R3
On configration JD9+E4, example test69-2, ekstazi violates rule R3
On configration JD9+E4, example test69-2, starts violates rule R3
On configration JD9+E4, example test69-4, ekstazi violates rule R3
On configration JD9+E4, example test69-4, starts violates rule R3
On configration JD9+E4, example test7-1, ekstazi violates rule R3
On configration JD9+E4, example test7-1, starts violates rule R3
On configration JD9+E4, example test7-3, ekstazi violates rule R3
On configration JD9+E4, example test7-3, starts violates rule R3
On configration JD9+E4, example test7-5, ekstazi violates rule R3
On configration JD9+E4, example test7-5, starts violates rule R3
On configration JD9+E4, example test70-2, ekstazi violates rule R3
On configration JD9+E4, example test70-2, starts violates rule R3
On configration JD9+E4, example test70-4, ekstazi violates rule R3
On configration JD9+E4, example test70-4, starts violates rule R3
On configration JD9+E4, example test71-2, ekstazi violates rule R3
On configration JD9+E4, example test71-2, starts violates rule R3
On configration JD9+E4, example test71-4, ekstazi violates rule R3
On configration JD9+E4, example test71-4, starts violates rule R3
On configration JD9+E4, example test71-6, starts violates rule R3
On configration JD9+E4, example test73-2, ekstazi violates rule R3
On configration JD9+E4, example test73-2, starts violates rule R3
On configration JD9+E4, example test73-4, ekstazi violates rule R3
On configration JD9+E4, example test73-4, starts violates rule R3
On configration JD9+E4, example test74-2, ekstazi violates rule R3
On configration JD9+E4, example test74-2, starts violates rule R3
On configration JD9+E4, example test75-2, ekstazi violates rule R3
On configration JD9+E4, example test75-2, starts violates rule R3
On configration JD9+E4, example test75-4, ekstazi violates rule R3
On configration JD9+E4, example test75-4, starts violates rule R3
On configration JD9+E4, example test75-6, starts violates rule R3
On configration JD9+E4, example test76-4, ekstazi violates rule R3
On configration JD9+E4, example test76-4, starts violates rule R3
On configration JD9+E4, example test77-4, ekstazi violates rule R3
On configration JD9+E4, example test77-4, starts violates rule R3
On configration JD9+E4, example test82-2, ekstazi violates rule R3
On configration JD9+E4, example test82-2, starts violates rule R3
On configration JD9+E4, example test83-2, ekstazi violates rule R3
On configration JD9+E4, example test83-2, starts violates rule R3
On configration JD9+E4, example test84-2, ekstazi violates rule R3
On configration JD9+E4, example test84-2, starts violates rule R3
On configration JD9+E4, example test84-4, starts violates rule R3
On configration JD9+E4, example test84-6, starts violates rule R3
On configration JD9+E4, example test86-2, ekstazi violates rule R3
On configration JD9+E4, example test86-2, starts violates rule R3
On configration JD9+E4, example test87-2, ekstazi violates rule R3
On configration JD9+E4, example test87-2, starts violates rule R3
On configration JD9+E4, example test88-2, ekstazi violates rule R3
On configration JD9+E4, example test88-2, starts violates rule R3
On configration JD9+E4, example test89-2, ekstazi violates rule R3
On configration JD9+E4, example test89-2, starts violates rule R3
On configration JD9+E4, example test9-1, ekstazi violates rule R3
On configration JD9+E4, example test9-1, starts violates rule R3
On configration JD9+E4, example test9-5, ekstazi violates rule R3
On configration JD9+E4, example test9-5, starts violates rule R3
On configration JD9+E4, example test90-6, starts violates rule R3
On configration JD9+E4, example test91-2, ekstazi violates rule R3
On configration JD9+E4, example test91-2, starts violates rule R3
On configration JD9+E4, example test92-2, ekstazi violates rule R3
On configration JD9+E4, example test92-2, starts violates rule R3
On configration JD9+E4, example test94-2, ekstazi violates rule R3
On configration JD9+E4, example test94-2, starts violates rule R3
On configration JD9+E4, example test95-2, ekstazi violates rule R3
On configration JD9+E4, example test95-2, starts violates rule R3
On configration JD9+E4, example test96-2, ekstazi violates rule R3
On configration JD9+E4, example test96-2, starts violates rule R3
On configration JD9+E4, example test97-2, ekstazi violates rule R3
On configration JD9+E4, example test97-2, starts violates rule R3
On configration JD9+E4, example test98-2, ekstazi violates rule R3
On configration JD9+E4, example test98-2, starts violates rule R3
On configration JD9+E4, example test99-2, ekstazi violates rule R3
On configration JD9+E4, example test99-2, starts violates rule R3
On configration JD9+E5, example test1-1, ekstazi violates rule R3
On configration JD9+E5, example test1-1, starts violates rule R3
On configration JD9+E5, example test1-3, ekstazi violates rule R3
On configration JD9+E5, example test1-3, starts violates rule R3
On configration JD9+E5, example test10-1, ekstazi violates rule R3
On configration JD9+E5, example test10-1, starts violates rule R3
On configration JD9+E5, example test10-5, ekstazi violates rule R3
On configration JD9+E5, example test10-5, starts violates rule R3
On configration JD9+E5, example test103-2, ekstazi violates rule R3
On configration JD9+E5, example test103-2, starts violates rule R3
On configration JD9+E5, example test105-2, ekstazi violates rule R3
On configration JD9+E5, example test105-2, starts violates rule R3
On configration JD9+E5, example test109-2, ekstazi violates rule R3
On configration JD9+E5, example test109-2, starts violates rule R3
On configration JD9+E5, example test11-1, ekstazi violates rule R3
On configration JD9+E5, example test11-1, starts violates rule R3
On configration JD9+E5, example test11-3, ekstazi violates rule R3
On configration JD9+E5, example test11-3, starts violates rule R3
On configration JD9+E5, example test11-5, ekstazi violates rule R3
On configration JD9+E5, example test11-5, starts violates rule R3
On configration JD9+E5, example test12-1, ekstazi violates rule R3
On configration JD9+E5, example test12-1, starts violates rule R3
On configration JD9+E5, example test12-3, ekstazi violates rule R3
On configration JD9+E5, example test12-3, starts violates rule R3
On configration JD9+E5, example test12-5, ekstazi violates rule R3
On configration JD9+E5, example test12-5, starts violates rule R3
On configration JD9+E5, example test13-1, ekstazi violates rule R3
On configration JD9+E5, example test13-1, starts violates rule R3
On configration JD9+E5, example test13-5, ekstazi violates rule R3
On configration JD9+E5, example test13-5, starts violates rule R3
On configration JD9+E5, example test14-1, ekstazi violates rule R3
On configration JD9+E5, example test14-1, starts violates rule R3
On configration JD9+E5, example test14-5, ekstazi violates rule R3
On configration JD9+E5, example test14-5, starts violates rule R3
On configration JD9+E5, example test15-1, ekstazi violates rule R3
On configration JD9+E5, example test15-1, starts violates rule R3
On configration JD9+E5, example test15-3, ekstazi violates rule R3
On configration JD9+E5, example test15-3, starts violates rule R3
On configration JD9+E5, example test15-5, ekstazi violates rule R3
On configration JD9+E5, example test15-5, starts violates rule R3
On configration JD9+E5, example test16-1, ekstazi violates rule R3
On configration JD9+E5, example test16-1, starts violates rule R3
On configration JD9+E5, example test16-3, ekstazi violates rule R3
On configration JD9+E5, example test16-3, starts violates rule R3
On configration JD9+E5, example test16-5, ekstazi violates rule R3
On configration JD9+E5, example test16-5, starts violates rule R3
On configration JD9+E5, example test165-1, starts violates rule R3
On configration JD9+E5, example test165-2, starts violates rule R3
On configration JD9+E5, example test165-3, ekstazi violates rule R3
On configration JD9+E5, example test165-3, starts violates rule R3
On configration JD9+E5, example test165-4, starts violates rule R3
On configration JD9+E5, example test165-5, ekstazi violates rule R3
On configration JD9+E5, example test165-5, starts violates rule R3
On configration JD9+E5, example test165-6, starts violates rule R3
On configration JD9+E5, example test167-1, starts violates rule R3
On configration JD9+E5, example test167-2, starts violates rule R3
On configration JD9+E5, example test167-3, ekstazi violates rule R3
On configration JD9+E5, example test167-3, starts violates rule R3
On configration JD9+E5, example test167-4, starts violates rule R3
On configration JD9+E5, example test167-5, ekstazi violates rule R3
On configration JD9+E5, example test167-5, starts violates rule R3
On configration JD9+E5, example test167-6, starts violates rule R3
On configration JD9+E5, example test168-3, ekstazi violates rule R3
On configration JD9+E5, example test168-3, starts violates rule R3
On configration JD9+E5, example test168-5, ekstazi violates rule R3
On configration JD9+E5, example test168-5, starts violates rule R3
On configration JD9+E5, example test17-1, ekstazi violates rule R3
On configration JD9+E5, example test17-1, starts violates rule R3
On configration JD9+E5, example test17-5, ekstazi violates rule R3
On configration JD9+E5, example test17-5, starts violates rule R3
On configration JD9+E5, example test170-3, ekstazi violates rule R3
On configration JD9+E5, example test170-3, starts violates rule R3
On configration JD9+E5, example test172-3, ekstazi violates rule R3
On configration JD9+E5, example test172-3, starts violates rule R3
On configration JD9+E5, example test172-5, ekstazi violates rule R3
On configration JD9+E5, example test172-5, starts violates rule R3
On configration JD9+E5, example test173-3, ekstazi violates rule R3
On configration JD9+E5, example test173-3, starts violates rule R3
On configration JD9+E5, example test173-5, ekstazi violates rule R3
On configration JD9+E5, example test173-5, starts violates rule R3
On configration JD9+E5, example test174-3, ekstazi violates rule R3
On configration JD9+E5, example test174-3, starts violates rule R3
On configration JD9+E5, example test175-3, ekstazi violates rule R3
On configration JD9+E5, example test175-3, starts violates rule R3
On configration JD9+E5, example test175-5, ekstazi violates rule R3
On configration JD9+E5, example test175-5, starts violates rule R3
On configration JD9+E5, example test176-3, ekstazi violates rule R3
On configration JD9+E5, example test176-3, starts violates rule R3
On configration JD9+E5, example test176-5, ekstazi violates rule R3
On configration JD9+E5, example test176-5, starts violates rule R3
On configration JD9+E5, example test178-1, starts violates rule R3
On configration JD9+E5, example test178-2, starts violates rule R3
On configration JD9+E5, example test178-3, ekstazi violates rule R3
On configration JD9+E5, example test178-3, starts violates rule R3
On configration JD9+E5, example test178-4, starts violates rule R3
On configration JD9+E5, example test178-5, ekstazi violates rule R3
On configration JD9+E5, example test178-5, starts violates rule R3
On configration JD9+E5, example test178-6, starts violates rule R3
On configration JD9+E5, example test179-3, ekstazi violates rule R3
On configration JD9+E5, example test179-3, starts violates rule R3
On configration JD9+E5, example test179-5, ekstazi violates rule R3
On configration JD9+E5, example test179-5, starts violates rule R3
On configration JD9+E5, example test18-1, ekstazi violates rule R3
On configration JD9+E5, example test18-1, starts violates rule R3
On configration JD9+E5, example test18-5, ekstazi violates rule R3
On configration JD9+E5, example test18-5, starts violates rule R3
On configration JD9+E5, example test181-1, starts violates rule R3
On configration JD9+E5, example test181-2, starts violates rule R3
On configration JD9+E5, example test181-3, ekstazi violates rule R3
On configration JD9+E5, example test181-3, starts violates rule R3
On configration JD9+E5, example test181-4, starts violates rule R3
On configration JD9+E5, example test181-5, ekstazi violates rule R3
On configration JD9+E5, example test181-5, starts violates rule R3
On configration JD9+E5, example test181-6, starts violates rule R3
On configration JD9+E5, example test182-1, starts violates rule R3
On configration JD9+E5, example test182-2, starts violates rule R3
On configration JD9+E5, example test182-3, ekstazi violates rule R3
On configration JD9+E5, example test182-3, starts violates rule R3
On configration JD9+E5, example test182-4, starts violates rule R3
On configration JD9+E5, example test182-5, ekstazi violates rule R3
On configration JD9+E5, example test182-5, starts violates rule R3
On configration JD9+E5, example test182-6, starts violates rule R3
On configration JD9+E5, example test183-3, ekstazi violates rule R3
On configration JD9+E5, example test183-3, starts violates rule R3
On configration JD9+E5, example test183-5, ekstazi violates rule R3
On configration JD9+E5, example test183-5, starts violates rule R3
On configration JD9+E5, example test186-3, ekstazi violates rule R3
On configration JD9+E5, example test186-3, starts violates rule R3
On configration JD9+E5, example test187-2, starts violates rule R3
On configration JD9+E5, example test187-3, ekstazi violates rule R3
On configration JD9+E5, example test187-3, starts violates rule R3
On configration JD9+E5, example test187-5, ekstazi violates rule R3
On configration JD9+E5, example test187-5, starts violates rule R3
On configration JD9+E5, example test188-3, ekstazi violates rule R3
On configration JD9+E5, example test188-3, starts violates rule R3
On configration JD9+E5, example test188-5, ekstazi violates rule R3
On configration JD9+E5, example test188-5, starts violates rule R3
On configration JD9+E5, example test19-1, ekstazi violates rule R3
On configration JD9+E5, example test19-1, starts violates rule R3
On configration JD9+E5, example test19-5, ekstazi violates rule R3
On configration JD9+E5, example test19-5, starts violates rule R3
On configration JD9+E5, example test190-3, ekstazi violates rule R3
On configration JD9+E5, example test190-3, starts violates rule R3
On configration JD9+E5, example test191-3, ekstazi violates rule R3
On configration JD9+E5, example test191-3, starts violates rule R3
On configration JD9+E5, example test191-5, ekstazi violates rule R3
On configration JD9+E5, example test191-5, starts violates rule R3
On configration JD9+E5, example test192-3, ekstazi violates rule R3
On configration JD9+E5, example test192-3, starts violates rule R3
On configration JD9+E5, example test192-5, ekstazi violates rule R3
On configration JD9+E5, example test192-5, starts violates rule R3
On configration JD9+E5, example test193-3, ekstazi violates rule R3
On configration JD9+E5, example test193-3, starts violates rule R3
On configration JD9+E5, example test193-5, ekstazi violates rule R3
On configration JD9+E5, example test193-5, starts violates rule R3
On configration JD9+E5, example test194-3, ekstazi violates rule R3
On configration JD9+E5, example test194-3, starts violates rule R3
On configration JD9+E5, example test195-3, ekstazi violates rule R3
On configration JD9+E5, example test195-3, starts violates rule R3
On configration JD9+E5, example test195-5, ekstazi violates rule R3
On configration JD9+E5, example test195-5, starts violates rule R3
On configration JD9+E5, example test196-5, ekstazi violates rule R3
On configration JD9+E5, example test196-5, starts violates rule R3
On configration JD9+E5, example test197-5, ekstazi violates rule R3
On configration JD9+E5, example test197-5, starts violates rule R3
On configration JD9+E5, example test198-5, ekstazi violates rule R3
On configration JD9+E5, example test198-5, starts violates rule R3
On configration JD9+E5, example test199-2, starts violates rule R3
On configration JD9+E5, example test199-3, ekstazi violates rule R3
On configration JD9+E5, example test199-3, starts violates rule R3
On configration JD9+E5, example test199-5, ekstazi violates rule R3
On configration JD9+E5, example test199-5, starts violates rule R3
On configration JD9+E5, example test2-1, ekstazi violates rule R3
On configration JD9+E5, example test2-1, starts violates rule R3
On configration JD9+E5, example test2-3, ekstazi violates rule R3
On configration JD9+E5, example test2-3, starts violates rule R3
On configration JD9+E5, example test2-5, ekstazi violates rule R3
On configration JD9+E5, example test2-5, starts violates rule R3
On configration JD9+E5, example test20-1, ekstazi violates rule R3
On configration JD9+E5, example test20-1, starts violates rule R3
On configration JD9+E5, example test20-3, ekstazi violates rule R3
On configration JD9+E5, example test20-3, starts violates rule R3
On configration JD9+E5, example test20-5, ekstazi violates rule R3
On configration JD9+E5, example test20-5, starts violates rule R3
On configration JD9+E5, example test200-2, starts violates rule R3
On configration JD9+E5, example test200-3, ekstazi violates rule R3
On configration JD9+E5, example test200-3, starts violates rule R3
On configration JD9+E5, example test200-5, ekstazi violates rule R3
On configration JD9+E5, example test200-5, starts violates rule R3
On configration JD9+E5, example test201-3, ekstazi violates rule R3
On configration JD9+E5, example test201-3, starts violates rule R3
On configration JD9+E5, example test201-5, ekstazi violates rule R3
On configration JD9+E5, example test201-5, starts violates rule R3
On configration JD9+E5, example test202-3, ekstazi violates rule R3
On configration JD9+E5, example test202-3, starts violates rule R3
On configration JD9+E5, example test202-5, ekstazi violates rule R3
On configration JD9+E5, example test202-5, starts violates rule R3
On configration JD9+E5, example test203-2, starts violates rule R3
On configration JD9+E5, example test203-3, ekstazi violates rule R3
On configration JD9+E5, example test203-3, starts violates rule R3
On configration JD9+E5, example test203-5, ekstazi violates rule R3
On configration JD9+E5, example test203-5, starts violates rule R3
On configration JD9+E5, example test204-3, ekstazi violates rule R3
On configration JD9+E5, example test204-3, starts violates rule R3
On configration JD9+E5, example test205-5, ekstazi violates rule R3
On configration JD9+E5, example test205-5, starts violates rule R3
On configration JD9+E5, example test206-3, ekstazi violates rule R3
On configration JD9+E5, example test206-3, starts violates rule R3
On configration JD9+E5, example test206-5, ekstazi violates rule R3
On configration JD9+E5, example test206-5, starts violates rule R3
On configration JD9+E5, example test207-3, ekstazi violates rule R3
On configration JD9+E5, example test207-3, starts violates rule R3
On configration JD9+E5, example test207-5, ekstazi violates rule R3
On configration JD9+E5, example test207-5, starts violates rule R3
On configration JD9+E5, example test208-3, ekstazi violates rule R3
On configration JD9+E5, example test208-3, starts violates rule R3
On configration JD9+E5, example test208-5, ekstazi violates rule R3
On configration JD9+E5, example test208-5, starts violates rule R3
On configration JD9+E5, example test209-3, ekstazi violates rule R3
On configration JD9+E5, example test209-3, starts violates rule R3
On configration JD9+E5, example test21-3, ekstazi violates rule R3
On configration JD9+E5, example test21-3, starts violates rule R3
On configration JD9+E5, example test21-5, ekstazi violates rule R3
On configration JD9+E5, example test21-5, starts violates rule R3
On configration JD9+E5, example test210-5, ekstazi violates rule R3
On configration JD9+E5, example test210-5, starts violates rule R3
On configration JD9+E5, example test211-2, ekstazi violates rule R3
On configration JD9+E5, example test211-2, starts violates rule R3
On configration JD9+E5, example test211-4, ekstazi violates rule R3
On configration JD9+E5, example test211-4, starts violates rule R3
On configration JD9+E5, example test211-6, ekstazi violates rule R3
On configration JD9+E5, example test211-6, starts violates rule R3
On configration JD9+E5, example test213-4, ekstazi violates rule R3
On configration JD9+E5, example test213-4, starts violates rule R3
On configration JD9+E5, example test213-6, ekstazi violates rule R3
On configration JD9+E5, example test213-6, starts violates rule R3
On configration JD9+E5, example test214-2, ekstazi violates rule R3
On configration JD9+E5, example test214-2, starts violates rule R3
On configration JD9+E5, example test214-4, ekstazi violates rule R3
On configration JD9+E5, example test214-4, starts violates rule R3
On configration JD9+E5, example test215-2, ekstazi violates rule R3
On configration JD9+E5, example test215-2, starts violates rule R3
On configration JD9+E5, example test215-4, ekstazi violates rule R3
On configration JD9+E5, example test215-4, starts violates rule R3
On configration JD9+E5, example test216-2, ekstazi violates rule R3
On configration JD9+E5, example test216-2, starts violates rule R3
On configration JD9+E5, example test216-4, ekstazi violates rule R3
On configration JD9+E5, example test216-4, starts violates rule R3
On configration JD9+E5, example test216-6, ekstazi violates rule R3
On configration JD9+E5, example test216-6, starts violates rule R3
On configration JD9+E5, example test217-4, ekstazi violates rule R3
On configration JD9+E5, example test217-4, starts violates rule R3
On configration JD9+E5, example test217-6, ekstazi violates rule R3
On configration JD9+E5, example test217-6, starts violates rule R3
On configration JD9+E5, example test218-2, ekstazi violates rule R3
On configration JD9+E5, example test218-2, starts violates rule R3
On configration JD9+E5, example test218-4, ekstazi violates rule R3
On configration JD9+E5, example test218-4, starts violates rule R3
On configration JD9+E5, example test219-4, ekstazi violates rule R3
On configration JD9+E5, example test219-4, starts violates rule R3
On configration JD9+E5, example test219-6, ekstazi violates rule R3
On configration JD9+E5, example test219-6, starts violates rule R3
On configration JD9+E5, example test22-1, ekstazi violates rule R3
On configration JD9+E5, example test22-1, starts violates rule R3
On configration JD9+E5, example test22-3, ekstazi violates rule R3
On configration JD9+E5, example test22-3, starts violates rule R3
On configration JD9+E5, example test221-2, ekstazi violates rule R3
On configration JD9+E5, example test221-2, starts violates rule R3
On configration JD9+E5, example test221-4, ekstazi violates rule R3
On configration JD9+E5, example test221-4, starts violates rule R3
On configration JD9+E5, example test221-6, ekstazi violates rule R3
On configration JD9+E5, example test221-6, starts violates rule R3
On configration JD9+E5, example test222-4, ekstazi violates rule R3
On configration JD9+E5, example test222-4, starts violates rule R3
On configration JD9+E5, example test222-6, ekstazi violates rule R3
On configration JD9+E5, example test222-6, starts violates rule R3
On configration JD9+E5, example test223-4, ekstazi violates rule R3
On configration JD9+E5, example test223-4, starts violates rule R3
On configration JD9+E5, example test223-6, ekstazi violates rule R3
On configration JD9+E5, example test223-6, starts violates rule R3
On configration JD9+E5, example test224-4, ekstazi violates rule R3
On configration JD9+E5, example test224-4, starts violates rule R3
On configration JD9+E5, example test224-6, ekstazi violates rule R3
On configration JD9+E5, example test224-6, starts violates rule R3
On configration JD9+E5, example test225-4, ekstazi violates rule R3
On configration JD9+E5, example test225-4, starts violates rule R3
On configration JD9+E5, example test225-6, ekstazi violates rule R3
On configration JD9+E5, example test225-6, starts violates rule R3
On configration JD9+E5, example test226-2, ekstazi violates rule R3
On configration JD9+E5, example test226-2, starts violates rule R3
On configration JD9+E5, example test226-4, ekstazi violates rule R3
On configration JD9+E5, example test226-4, starts violates rule R3
On configration JD9+E5, example test226-6, ekstazi violates rule R3
On configration JD9+E5, example test226-6, starts violates rule R3
On configration JD9+E5, example test227-2, ekstazi violates rule R3
On configration JD9+E5, example test227-2, starts violates rule R3
On configration JD9+E5, example test227-4, ekstazi violates rule R3
On configration JD9+E5, example test227-4, starts violates rule R3
On configration JD9+E5, example test227-6, ekstazi violates rule R3
On configration JD9+E5, example test227-6, starts violates rule R3
On configration JD9+E5, example test23-3, ekstazi violates rule R3
On configration JD9+E5, example test23-3, starts violates rule R3
On configration JD9+E5, example test23-5, ekstazi violates rule R3
On configration JD9+E5, example test23-5, starts violates rule R3
On configration JD9+E5, example test230-2, ekstazi violates rule R3
On configration JD9+E5, example test230-2, starts violates rule R3
On configration JD9+E5, example test230-4, ekstazi violates rule R3
On configration JD9+E5, example test230-4, starts violates rule R3
On configration JD9+E5, example test231-2, ekstazi violates rule R3
On configration JD9+E5, example test231-2, starts violates rule R3
On configration JD9+E5, example test231-4, ekstazi violates rule R3
On configration JD9+E5, example test231-4, starts violates rule R3
On configration JD9+E5, example test232-2, ekstazi violates rule R3
On configration JD9+E5, example test232-2, starts violates rule R3
On configration JD9+E5, example test232-4, ekstazi violates rule R3
On configration JD9+E5, example test232-4, starts violates rule R3
On configration JD9+E5, example test233-2, ekstazi violates rule R3
On configration JD9+E5, example test233-2, starts violates rule R3
On configration JD9+E5, example test233-4, ekstazi violates rule R3
On configration JD9+E5, example test233-4, starts violates rule R3
On configration JD9+E5, example test234-1, starts violates rule R3
On configration JD9+E5, example test234-2, ekstazi violates rule R3
On configration JD9+E5, example test234-2, starts violates rule R3
On configration JD9+E5, example test234-3, starts violates rule R3
On configration JD9+E5, example test234-4, ekstazi violates rule R3
On configration JD9+E5, example test234-4, starts violates rule R3
On configration JD9+E5, example test234-5, starts violates rule R3
On configration JD9+E5, example test234-6, starts violates rule R3
On configration JD9+E5, example test235-4, ekstazi violates rule R3
On configration JD9+E5, example test235-4, starts violates rule R3
On configration JD9+E5, example test238-2, ekstazi violates rule R3
On configration JD9+E5, example test238-2, starts violates rule R3
On configration JD9+E5, example test238-4, ekstazi violates rule R3
On configration JD9+E5, example test238-4, starts violates rule R3
On configration JD9+E5, example test239-2, ekstazi violates rule R3
On configration JD9+E5, example test239-2, starts violates rule R3
On configration JD9+E5, example test239-4, ekstazi violates rule R3
On configration JD9+E5, example test239-4, starts violates rule R3
On configration JD9+E5, example test240-4, ekstazi violates rule R3
On configration JD9+E5, example test240-4, starts violates rule R3
On configration JD9+E5, example test242-1, starts violates rule R3
On configration JD9+E5, example test242-2, ekstazi violates rule R3
On configration JD9+E5, example test242-2, starts violates rule R3
On configration JD9+E5, example test242-3, starts violates rule R3
On configration JD9+E5, example test242-4, ekstazi violates rule R3
On configration JD9+E5, example test242-4, starts violates rule R3
On configration JD9+E5, example test242-5, starts violates rule R3
On configration JD9+E5, example test242-6, starts violates rule R3
On configration JD9+E5, example test243-4, ekstazi violates rule R3
On configration JD9+E5, example test243-4, starts violates rule R3
On configration JD9+E5, example test244-2, ekstazi violates rule R3
On configration JD9+E5, example test244-2, starts violates rule R3
On configration JD9+E5, example test245-4, ekstazi violates rule R3
On configration JD9+E5, example test245-4, starts violates rule R3
On configration JD9+E5, example test247-2, ekstazi violates rule R3
On configration JD9+E5, example test247-2, starts violates rule R3
On configration JD9+E5, example test248-2, ekstazi violates rule R3
On configration JD9+E5, example test248-2, starts violates rule R3
On configration JD9+E5, example test248-4, ekstazi violates rule R3
On configration JD9+E5, example test248-4, starts violates rule R3
On configration JD9+E5, example test248-6, starts violates rule R3
On configration JD9+E5, example test249-2, ekstazi violates rule R3
On configration JD9+E5, example test249-2, starts violates rule R3
On configration JD9+E5, example test249-4, ekstazi violates rule R3
On configration JD9+E5, example test249-4, starts violates rule R3
On configration JD9+E5, example test249-6, starts violates rule R3
On configration JD9+E5, example test25-1, ekstazi violates rule R3
On configration JD9+E5, example test25-1, starts violates rule R3
On configration JD9+E5, example test25-3, ekstazi violates rule R3
On configration JD9+E5, example test25-3, starts violates rule R3
On configration JD9+E5, example test25-5, ekstazi violates rule R3
On configration JD9+E5, example test25-5, starts violates rule R3
On configration JD9+E5, example test252-2, ekstazi violates rule R3
On configration JD9+E5, example test252-2, starts violates rule R3
